ano,nivel,territorio,territorio_codigo,categoria,subcategoria,classe,preco,unidade
2005,Municipio,Santa Mônica,,Roxa,Não Mecanizável,,5240.0,R$/ha
1998,Municipio,Santa Mônica,,Roxa,Inaproveitáveis,,1363.0,R$/ha
1999,Municipio,Santa Mônica,,Roxa,Inaproveitáveis,,929.0,R$/ha
2000,Municipio,Santa Mônica,,Roxa,Inaproveitáveis,,500.0,R$/ha
2001,Municipio,Santa Mônica,,Roxa,Inaproveitáveis,,700.0,R$/ha
2002,Municipio,Santa Mônica,,Roxa,Inaproveitáveis,,826.0,R$/ha
2003,Municipio,Santa Mônica,,Roxa,Inaproveitáveis,,2893.0,R$/ha
2004,Municipio,Santa Mônica,,Roxa,Inaproveitáveis,,2981.0,R$/ha
2005,Municipio,Santa Mônica,,Roxa,Inaproveitáveis,,5240.0,R$/ha
1998,Municipio,DIVISÃO DE ESTATÍSTICAS BÁSICAS,,Roxa,Mecanizada,,3801.0,R$/ha
1999,Municipio,DIVISÃO DE ESTATÍSTICAS BÁSICAS,,Roxa,Mecanizada,,5000.0,R$/ha
2000,Municipio,DIVISÃO DE ESTATÍSTICAS BÁSICAS,,Roxa,Mecanizada,,6000.0,R$/ha
2001,Municipio,DIVISÃO DE ESTATÍSTICAS BÁSICAS,,Roxa,Mecanizada,,6000.0,R$/ha
2002,Municipio,DIVISÃO DE ESTATÍSTICAS BÁSICAS,,Roxa,Mecanizada,,6900.0,R$/ha
2003,Municipio,DIVISÃO DE ESTATÍSTICAS BÁSICAS,,Roxa,Mecanizada,,13000.0,R$/ha
2004,Municipio,DIVISÃO DE ESTATÍSTICAS BÁSICAS,,Roxa,Mecanizada,,14300.0,R$/ha
2005,Municipio,DIVISÃO DE ESTATÍSTICAS BÁSICAS,,Roxa,Mecanizada,,14500.0,R$/ha
1998,Municipio,Mecanizável - - - - - - -,,Roxa,Não Mecanizável,,2809.0,R$/ha
1999,Municipio,Mecanizável - - - - - - -,,Roxa,Não Mecanizável,,2500.0,R$/ha
2000,Municipio,Mecanizável - - - - - - -,,Roxa,Não Mecanizável,,3500.0,R$/ha
2001,Municipio,Mecanizável - - - - - - -,,Roxa,Não Mecanizável,,3500.0,R$/ha
2002,Municipio,Mecanizável - - - - - - -,,Roxa,Não Mecanizável,,3500.0,R$/ha
2003,Municipio,Mecanizável - - - - - - -,,Roxa,Não Mecanizável,,6000.0,R$/ha
2004,Municipio,Mecanizável - - - - - - -,,Roxa,Não Mecanizável,,6600.0,R$/ha
2005,Municipio,Mecanizável - - - - - - -,,Roxa,Não Mecanizável,,7000.0,R$/ha
1998,Municipio,Mecanizável - - - - - - -,,Roxa,Inaproveitáveis,,2066.0,R$/ha
2000,Municipio,Mecanizável - - - - - - -,,Roxa,Inaproveitáveis,,400.0,R$/ha
2001,Municipio,Mecanizável - - - - - - -,,Roxa,Inaproveitáveis,,400.0,R$/ha
2002,Municipio,Mecanizável - - - - - - -,,Roxa,Inaproveitáveis,,400.0,R$/ha
2003,Municipio,Mecanizável - - - - - - -,,Roxa,Inaproveitáveis,,1000.0,R$/ha
2004,Municipio,Mecanizável - - - - - - -,,Roxa,Inaproveitáveis,,1100.0,R$/ha
2005,Municipio,Mecanizável - - - - - - -,,Roxa,Inaproveitáveis,,1500.0,R$/ha
2002,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizada,,2893.0,R$/ha
2003,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizada,,4132.0,R$/ha
2004,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizada,,5971.0,R$/ha
2005,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizada,,5372.0,R$/ha
1998,Municipio,Mecanizável - - - - - - -,,Mista,Não Mecanizável,,620.0,R$/ha
1999,Municipio,Mecanizável - - - - - - -,,Mista,Não Mecanizável,,650.0,R$/ha
2000,Municipio,Mecanizável - - - - - - -,,Mista,Não Mecanizável,,650.0,R$/ha
2001,Municipio,Mecanizável - - - - - - -,,Mista,Não Mecanizável,,1034.0,R$/ha
2002,Municipio,Mecanizável - - - - - - -,,Mista,Não Mecanizável,,1446.0,R$/ha
2003,Municipio,Mecanizável - - - - - - -,,Mista,Não Mecanizável,,2479.0,R$/ha
2004,Municipio,Mecanizável - - - - - - -,,Mista,Não Mecanizável,,4132.0,R$/ha
2005,Municipio,Mecanizável - - - - - - -,,Mista,Não Mecanizável,,3881.0,R$/ha
1998,Municipio,Mecanizável - - - - - - -,,Mista,Inaproveitáveis,,410.0,R$/ha
1999,Municipio,Mecanizável - - - - - - -,,Mista,Inaproveitáveis,,400.0,R$/ha
2000,Municipio,Mecanizável - - - - - - -,,Mista,Inaproveitáveis,,450.0,R$/ha
2001,Municipio,Mecanizável - - - - - - -,,Mista,Inaproveitáveis,,450.0,R$/ha
2002,Municipio,Mecanizável - - - - - - -,,Mista,Inaproveitáveis,,537.0,R$/ha
2003,Municipio,Mecanizável - - - - - - -,,Mista,Inaproveitáveis,,661.0,R$/ha
2004,Municipio,Mecanizável - - - - - - -,,Mista,Inaproveitáveis,,1033.0,R$/ha
2005,Municipio,Mecanizável - - - - - - -,,Mista,Inaproveitáveis,,900.0,R$/ha
1998,Municipio,Mecanizável - - - - - - -,,Roxa,Mecanizada,,3306.0,R$/ha
1999,Municipio,Mecanizável - - - - - - -,,Roxa,Mecanizada,,2685.0,R$/ha
2000,Municipio,Mecanizável - - - - - - -,,Roxa,Mecanizada,,2800.0,R$/ha
2001,Municipio,Mecanizável - - - - - - -,,Roxa,Mecanizada,,4132.0,R$/ha
2002,Municipio,Mecanizável - - - - - - -,,Roxa,Mecanizada,,4132.0,R$/ha
2003,Municipio,Mecanizável - - - - - - -,,Roxa,Mecanizada,,5165.0,R$/ha
2004,Municipio,Mecanizável - - - - - - -,,Roxa,Mecanizada,,9511.0,R$/ha
2005,Municipio,Mecanizável - - - - - - -,,Roxa,Mecanizada,,8399.0,R$/ha
1998,Municipio,Mecanizável - - - - - - -,,Roxa,Não Mecanizável,,1446.0,R$/ha
1999,Municipio,Mecanizável - - - - - - -,,Roxa,Não Mecanizável,,1653.0,R$/ha
2000,Municipio,Mecanizável - - - - - - -,,Roxa,Não Mecanizável,,1700.0,R$/ha
2001,Municipio,Mecanizável - - - - - - -,,Roxa,Não Mecanizável,,1860.0,R$/ha
2002,Municipio,Mecanizável - - - - - - -,,Roxa,Não Mecanizável,,1860.0,R$/ha
2003,Municipio,Mecanizável - - - - - - -,,Roxa,Não Mecanizável,,2324.0,R$/ha
2004,Municipio,Mecanizável - - - - - - -,,Roxa,Não Mecanizável,,4280.0,R$/ha
2005,Municipio,Mecanizável - - - - - - -,,Roxa,Não Mecanizável,,3780.0,R$/ha
1998,Municipio,Mecanizável - - - - - - -,,Roxa,Inaproveitáveis,,500.0,R$/ha
1999,Municipio,Mecanizável - - - - - - -,,Roxa,Inaproveitáveis,,500.0,R$/ha
2000,Municipio,Mecanizável - - - - - - -,,Roxa,Inaproveitáveis,,600.0,R$/ha
2001,Municipio,Mecanizável - - - - - - -,,Roxa,Inaproveitáveis,,600.0,R$/ha
2002,Municipio,Mecanizável - - - - - - -,,Roxa,Inaproveitáveis,,826.0,R$/ha
2003,Municipio,Mecanizável - - - - - - -,,Roxa,Inaproveitáveis,,1033.0,R$/ha
2004,Municipio,Mecanizável - - - - - - -,,Roxa,Inaproveitáveis,,1902.0,R$/ha
2005,Municipio,Mecanizável - - - - - - -,,Roxa,Inaproveitáveis,,1680.0,R$/ha
1998,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizada,,1800.0,R$/ha
1999,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizada,,1800.0,R$/ha
2000,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizada,,1900.0,R$/ha
2001,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizada,,2686.0,R$/ha
2002,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizada,,2686.0,R$/ha
2003,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizada,,3358.0,R$/ha
2004,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizada,,7674.0,R$/ha
2005,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizada,,6719.0,R$/ha
1998,Municipio,Mecanizável - - - - - - -,,Mista,Não Mecanizável,,1000.0,R$/ha
1999,Municipio,Mecanizável - - - - - - -,,Mista,Não Mecanizável,,1240.0,R$/ha
2000,Municipio,Mecanizável - - - - - - -,,Mista,Não Mecanizável,,1300.0,R$/ha
2001,Municipio,Mecanizável - - - - - - -,,Mista,Não Mecanizável,,1860.0,R$/ha
2002,Municipio,Mecanizável - - - - - - -,,Mista,Não Mecanizável,,1860.0,R$/ha
2003,Municipio,Mecanizável - - - - - - -,,Mista,Não Mecanizável,,2325.0,R$/ha
2004,Municipio,Mecanizável - - - - - - -,,Mista,Não Mecanizável,,3969.0,R$/ha
2005,Municipio,Mecanizável - - - - - - -,,Mista,Não Mecanizável,,3475.0,R$/ha
1998,Municipio,Mecanizável - - - - - - -,,Mista,Inaproveitáveis,,450.0,R$/ha
1999,Municipio,Mecanizável - - - - - - -,,Mista,Inaproveitáveis,,500.0,R$/ha
2000,Municipio,Mecanizável - - - - - - -,,Mista,Inaproveitáveis,,500.0,R$/ha
2001,Municipio,Mecanizável - - - - - - -,,Mista,Inaproveitáveis,,500.0,R$/ha
2002,Municipio,Mecanizável - - - - - - -,,Mista,Inaproveitáveis,,537.0,R$/ha
2003,Municipio,Mecanizável - - - - - - -,,Mista,Inaproveitáveis,,671.0,R$/ha
2004,Municipio,Mecanizável - - - - - - -,,Mista,Inaproveitáveis,,1236.0,R$/ha
2005,Municipio,Mecanizável - - - - - - -,,Mista,Inaproveitáveis,,1082.0,R$/ha
1998,Municipio,Mecanizável - - - - - - -,,Arenosa,Mecanizada,,1650.0,R$/ha
1999,Municipio,Mecanizável - - - - - - -,,Arenosa,Mecanizada,,1650.0,R$/ha
2000,Municipio,Mecanizável - - - - - - -,,Arenosa,Mecanizada,,1570.0,R$/ha
2001,Municipio,Mecanizável - - - - - - -,,Arenosa,Mecanizada,,1700.0,R$/ha
2002,Municipio,Mecanizável - - - - - - -,,Arenosa,Mecanizada,,2169.0,R$/ha
2003,Municipio,Mecanizável - - - - - - -,,Arenosa,Mecanizada,,4835.0,R$/ha
2004,Municipio,Mecanizável - - - - - - -,,Arenosa,Mecanizada,,5802.0,R$/ha
2005,Municipio,Mecanizável - - - - - - -,,Arenosa,Mecanizada,,5206.0,R$/ha
1998,Municipio,Mecanizável - - - - - - -,,Arenosa,Mecanizável,,1400.0,R$/ha
1999,Municipio,Mecanizável - - - - - - -,,Arenosa,Mecanizável,,1400.0,R$/ha
2000,Municipio,Mecanizável - - - - - - -,,Arenosa,Mecanizável,,1320.0,R$/ha
2001,Municipio,Mecanizável - - - - - - -,,Arenosa,Mecanizável,,1320.0,R$/ha
2002,Municipio,Mecanizável - - - - - - -,,Arenosa,Mecanizável,,1769.0,R$/ha
2003,Municipio,Mecanizável - - - - - - -,,Arenosa,Mecanizável,,3964.0,R$/ha
2004,Municipio,Mecanizável - - - - - - -,,Arenosa,Mecanizável,,4642.0,R$/ha
2005,Municipio,Mecanizável - - - - - - -,,Arenosa,Mecanizável,,4046.0,R$/ha
1998,Municipio,Não Mecanizável - - - - - - -,,Arenosa,Inaproveitáveis,,1000.0,R$/ha
1999,Municipio,Não Mecanizável - - - - - - -,,Arenosa,Inaproveitáveis,,1000.0,R$/ha
2000,Municipio,Não Mecanizável - - - - - - -,,Arenosa,Inaproveitáveis,,700.0,R$/ha
2001,Municipio,Não Mecanizável - - - - - - -,,Arenosa,Inaproveitáveis,,700.0,R$/ha
2002,Municipio,Não Mecanizável - - - - - - -,,Arenosa,Inaproveitáveis,,700.0,R$/ha
2003,Municipio,Não Mecanizável - - - - - - -,,Arenosa,Inaproveitáveis,,2572.0,R$/ha
2004,Municipio,Não Mecanizável - - - - - - -,,Arenosa,Inaproveitáveis,,3075.0,R$/ha
2005,Municipio,Não Mecanizável - - - - - - -,,Arenosa,Inaproveitáveis,,2479.0,R$/ha
1998,Municipio,Não Mecanizável - - - - - - -,,Roxa,Mecanizada,,2900.0,R$/ha
1999,Municipio,Não Mecanizável - - - - - - -,,Roxa,Mecanizada,,2479.0,R$/ha
2000,Municipio,Não Mecanizável - - - - - - -,,Roxa,Mecanizada,,2811.0,R$/ha
2001,Municipio,Não Mecanizável - - - - - - -,,Roxa,Mecanizada,,3000.0,R$/ha
2002,Municipio,Não Mecanizável - - - - - - -,,Roxa,Mecanizada,,3700.0,R$/ha
2003,Municipio,Não Mecanizável - - - - - - -,,Roxa,Mecanizada,,9690.0,R$/ha
2004,Municipio,Não Mecanizável - - - - - - -,,Roxa,Mecanizada,,9576.0,R$/ha
2005,Municipio,Não Mecanizável - - - - - - -,,Roxa,Mecanizada,,10958.0,R$/ha
1998,Municipio,Mecanizável - - - - - - -,,Roxa,Não Mecanizável,,1100.0,R$/ha
1999,Municipio,Mecanizável - - - - - - -,,Roxa,Não Mecanizável,,930.0,R$/ha
2000,Municipio,Mecanizável - - - - - - -,,Roxa,Não Mecanizável,,1069.0,R$/ha
2001,Municipio,Mecanizável - - - - - - -,,Roxa,Não Mecanizável,,1200.0,R$/ha
2002,Municipio,Mecanizável - - - - - - -,,Roxa,Não Mecanizável,,1450.0,R$/ha
2003,Municipio,Mecanizável - - - - - - -,,Roxa,Não Mecanizável,,3876.0,R$/ha
2004,Municipio,Mecanizável - - - - - - -,,Roxa,Não Mecanizável,,3926.0,R$/ha
2005,Municipio,Mecanizável - - - - - - -,,Roxa,Não Mecanizável,,5400.0,R$/ha
1998,Municipio,Mecanizável - - - - - - -,,Roxa,Inaproveitáveis,,250.0,R$/ha
1999,Municipio,Mecanizável - - - - - - -,,Roxa,Inaproveitáveis,,90.0,R$/ha
2000,Municipio,Mecanizável - - - - - - -,,Roxa,Inaproveitáveis,,137.0,R$/ha
2001,Municipio,Mecanizável - - - - - - -,,Roxa,Inaproveitáveis,,280.0,R$/ha
2002,Municipio,Mecanizável - - - - - - -,,Roxa,Inaproveitáveis,,370.0,R$/ha
2003,Municipio,Mecanizável - - - - - - -,,Roxa,Inaproveitáveis,,969.0,R$/ha
2004,Municipio,Mecanizável - - - - - - -,,Roxa,Inaproveitáveis,,950.0,R$/ha
2005,Municipio,Mecanizável - - - - - - -,,Roxa,Inaproveitáveis,,1090.0,R$/ha
1998,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizada,,2400.0,R$/ha
1999,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizada,,2300.0,R$/ha
2000,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizada,,2500.0,R$/ha
2001,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizada,,2600.0,R$/ha
2002,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizada,,4000.0,R$/ha
2003,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizada,,5800.0,R$/ha
2004,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizada,,10800.0,R$/ha
2005,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizada,,10800.0,R$/ha
1998,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizável,,1500.0,R$/ha
1999,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizável,,1450.0,R$/ha
2000,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizável,,1500.0,R$/ha
2001,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizável,,1620.0,R$/ha
2002,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizável,,2250.0,R$/ha
2003,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizável,,3420.0,R$/ha
2004,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizável,,5940.0,R$/ha
2005,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizável,,6000.0,R$/ha
1998,Municipio,Mecanizável - - - - - - -,,Mista,Não Mecanizável,,900.0,R$/ha
1999,Municipio,Mecanizável - - - - - - -,,Mista,Não Mecanizável,,1000.0,R$/ha
2000,Municipio,Mecanizável - - - - - - -,,Mista,Não Mecanizável,,790.0,R$/ha
2001,Municipio,Mecanizável - - - - - - -,,Mista,Não Mecanizável,,810.0,R$/ha
2002,Municipio,Mecanizável - - - - - - -,,Mista,Não Mecanizável,,900.0,R$/ha
2003,Municipio,Mecanizável - - - - - - -,,Mista,Não Mecanizável,,1550.0,R$/ha
2004,Municipio,Mecanizável - - - - - - -,,Mista,Não Mecanizável,,3700.0,R$/ha
2005,Municipio,Mecanizável - - - - - - -,,Mista,Não Mecanizável,,3700.0,R$/ha
1998,Municipio,Mecanizável - - - - - - -,,Mista,Inaproveitáveis,,420.0,R$/ha
1999,Municipio,Mecanizável - - - - - - -,,Mista,Inaproveitáveis,,450.0,R$/ha
2000,Municipio,Mecanizável - - - - - - -,,Mista,Inaproveitáveis,,380.0,R$/ha
2001,Municipio,Mecanizável - - - - - - -,,Mista,Inaproveitáveis,,370.0,R$/ha
2002,Municipio,Mecanizável - - - - - - -,,Mista,Inaproveitáveis,,370.0,R$/ha
2003,Municipio,Mecanizável - - - - - - -,,Mista,Inaproveitáveis,,480.0,R$/ha
2004,Municipio,Mecanizável - - - - - - -,,Mista,Inaproveitáveis,,864.0,R$/ha
2005,Municipio,Mecanizável - - - - - - -,,Mista,Inaproveitáveis,,860.0,R$/ha
1998,Municipio,Santo Inácio,,Roxa,Mecanizada,,2500.0,R$/ha
1999,Municipio,Santo Inácio,,Roxa,Mecanizada,,2400.0,R$/ha
2000,Municipio,Santo Inácio,,Roxa,Mecanizada,,2800.0,R$/ha
2001,Municipio,Santo Inácio,,Roxa,Mecanizada,,3500.0,R$/ha
2002,Municipio,Santo Inácio,,Roxa,Mecanizada,,5200.0,R$/ha
2003,Municipio,Santo Inácio,,Roxa,Mecanizada,,9000.0,R$/ha
2004,Municipio,Santo Inácio,,Roxa,Mecanizada,,12000.0,R$/ha
2005,Municipio,Santo Inácio,,Roxa,Mecanizada,,9600.0,R$/ha
1998,Municipio,Mecanizável - - - - - - -,,Roxa,Não Mecanizável,,1000.0,R$/ha
1999,Municipio,Mecanizável - - - - - - -,,Roxa,Não Mecanizável,,1000.0,R$/ha
2000,Municipio,Mecanizável - - - - - - -,,Roxa,Não Mecanizável,,1200.0,R$/ha
2001,Municipio,Mecanizável - - - - - - -,,Roxa,Não Mecanizável,,1450.0,R$/ha
2002,Municipio,Mecanizável - - - - - - -,,Roxa,Não Mecanizável,,2100.0,R$/ha
2003,Municipio,Mecanizável - - - - - - -,,Roxa,Não Mecanizável,,2400.0,R$/ha
2004,Municipio,Mecanizável - - - - - - -,,Roxa,Não Mecanizável,,4200.0,R$/ha
2005,Municipio,Mecanizável - - - - - - -,,Roxa,Não Mecanizável,,3400.0,R$/ha
2000,Municipio,Mecanizável - - - - - - -,,Roxa,Inaproveitáveis,,850.0,R$/ha
2001,Municipio,Mecanizável - - - - - - -,,Roxa,Inaproveitáveis,,1050.0,R$/ha
2002,Municipio,Mecanizável - - - - - - -,,Roxa,Inaproveitáveis,,520.0,R$/ha
2003,Municipio,Mecanizável - - - - - - -,,Roxa,Inaproveitáveis,,900.0,R$/ha
2004,Municipio,Mecanizável - - - - - - -,,Roxa,Inaproveitáveis,,1200.0,R$/ha
2005,Municipio,Mecanizável - - - - - - -,,Roxa,Inaproveitáveis,,960.0,R$/ha
1998,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizada,,2000.0,R$/ha
1999,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizada,,2000.0,R$/ha
2000,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizada,,2000.0,R$/ha
2001,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizada,,2600.0,R$/ha
2002,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizada,,4400.0,R$/ha
2003,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizada,,6500.0,R$/ha
2004,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizada,,10500.0,R$/ha
2005,Municipio,Mecanizável - - - - - - -,,Mista,Mecanizada,,7800.0,R$/ha
1998,Municipio,Mecanizável - - - - - - -,,Mista,Não Mecanizável,,1000.0,R$/ha
1999,Municipio,Mecanizável - - - - - - -,,Mista,Não Mecanizável,,1000.0,R$/ha
2000,Municipio,Mecanizável - - - - - - -,,Mista,Não Mecanizável,,1100.0,R$/ha
2001,Municipio,Mecanizável - - - - - - -,,Mista,Não Mecanizável,,1400.0,R$/ha
2002,Municipio,Mecanizável - - - - - - -,,Mista,Não Mecanizável,,2100.0,R$/ha
2003,Municipio,Mecanizável - - - - - - -,,Mista,Não Mecanizável,,2500.0,R$/ha
2004,Municipio,Mecanizável - - - - - - -,,Mista,Não Mecanizável,,4000.0,R$/ha
2005,Municipio,Mecanizável - - - - - - -,,Mista,Não Mecanizável,,2700.0,R$/ha
2000,Municipio,Mecanizável - - - - - - -,,Mista,Inaproveitáveis,,800.0,R$/ha
2001,Municipio,Mecanizável - - - - - - -,,Mista,Inaproveitáveis,,1000.0,R$/ha
2002,Municipio,Mecanizável - - - - - - -,,Mista,Inaproveitáveis,,420.0,R$/ha
2003,Municipio,Mecanizável - - - - - - -,,Mista,Inaproveitáveis,,650.0,R$/ha
2004,Municipio,Mecanizável - - - - - - -,,Mista,Inaproveitáveis,,1050.0,R$/ha
2005,Municipio,Mecanizável - - - - - - -,,Mista,Inaproveitáveis,,780.0,R$/ha
1998,Municipio,Mecanizável - - - - - - -,,Arenosa,Mecanizada,,1700.0,R$/ha
1999,Municipio,Mecanizável - - - - - - -,,Arenosa,Mecanizada,,1600.0,R$/ha
2000,Municipio,Mecanizável - - - - - - -,,Arenosa,Mecanizada,,1600.0,R$/ha
2001,Municipio,Mecanizável - - - - - - -,,Arenosa,Mecanizada,,2000.0,R$/ha
2002,Municipio,Mecanizável - - - - - - -,,Arenosa,Mecanizada,,3400.0,R$/ha
2003,Municipio,Mecanizável - - - - - - -,,Arenosa,Mecanizada,,5000.0,R$/ha
2004,Municipio,Mecanizável - - - - - - -,,Arenosa,Mecanizada,,8000.0,R$/ha
2005,Municipio,Mecanizável - - - - - - -,,Arenosa,Mecanizada,,6000.0,R$/ha
1998,Municipio,Mecanizável - - - - - - -,,Arenosa,Não Mecanizável,,1000.0,R$/ha
1999,Municipio,Mecanizável - - - - - - -,,Arenosa,Não Mecanizável,,1000.0,R$/ha
2000,Municipio,Mecanizável - - - - - - -,,Arenosa,Não Mecanizável,,1000.0,R$/ha
2001,Municipio,Mecanizável - - - - - - -,,Arenosa,Não Mecanizável,,1200.0,R$/ha
2002,Municipio,Mecanizável - - - - - - -,,Arenosa,Não Mecanizável,,1700.0,R$/ha
2003,Municipio,Mecanizável - - - - - - -,,Arenosa,Não Mecanizável,,2000.0,R$/ha
2004,Municipio,Mecanizável - - - - - - -,,Arenosa,Não Mecanizável,,4000.0,R$/ha
2005,Municipio,Mecanizável - - - - - - -,,Arenosa,Não Mecanizável,,3700.0,R$/ha
2000,Municipio,Mecanizável - - - - - - -,,Arenosa,Inaproveitáveis,,700.0,R$/ha
2001,Municipio,Mecanizável - - - - - - -,,Arenosa,Inaproveitáveis,,900.0,R$/ha
2002,Municipio,Mecanizável - - - - - - -,,Arenosa,Inaproveitáveis,,340.0,R$/ha
2003,Municipio,Mecanizável - - - - - - -,,Arenosa,Inaproveitáveis,,500.0,R$/ha
2004,Municipio,Mecanizável - - - - - - -,,Arenosa,Inaproveitáveis,,800.0,R$/ha
2005,Municipio,Mecanizável - - - - - - -,,Arenosa,Inaproveitáveis,,600.0,R$/ha
1998,Municipio,Mecanizável - - - - - - -,,Roxa,Mecanizada,,4500.0,R$/ha
1999,Municipio,Mecanizável - - - - - - -,,Roxa,Mecanizada,,3305.0,R$/ha
2000,Municipio,Mecanizável - - - - - - -,,Roxa,Mecanizada,,2686.0,R$/ha
2001,Municipio,Mecanizável - - - - - - -,,Roxa,Mecanizada,,2892.0,R$/ha
2002,Municipio,Mecanizável - - - - - - -,,Roxa,Mecanizada,,3099.0,R$/ha
2003,Municipio,Mecanizável - - - - - - -,,Roxa,Mecanizada,,5801.0,R$/ha
2004,Municipio,Mecanizável - - - - - - -,,Roxa,Mecanizada,,9669.0,R$/ha
2005,Municipio,Mecanizável - - - - - - -,,Roxa,Mecanizada,,7809.0,R$/ha
1998,Municipio,Mecanizável - - - - - - -,,Roxa,Mecanizável,,2000.0,R$/ha
1998,Municipio,Não Mecanizável - - - - - - -,,Roxa,Inaproveitáveis,,1205.0,R$/ha
1999,Municipio,Não Mecanizável - - - - - - -,,Roxa,Inaproveitáveis,,1205.0,R$/ha
2000,Municipio,Não Mecanizável - - - - - - -,,Roxa,Inaproveitáveis,,1205.0,R$/ha
1998,Municipio,Não Mecanizável - - - - - - -,,Mista,Mecanizada,,2685.0,R$/ha
1999,Municipio,Não Mecanizável - - - - - - -,,Mista,Mecanizada,,2479.0,R$/ha
2000,Municipio,Não Mecanizável - - - - - - -,,Mista,Mecanizada,,2190.0,R$/ha
2001,Municipio,Não Mecanizável - - - - - - -,,Mista,Mecanizada,,2250.0,R$/ha
2002,Municipio,Não Mecanizável - - - - - - -,,Mista,Mecanizada,,2479.0,R$/ha
2003,Municipio,Não Mecanizável - - - - - - -,,Mista,Mecanizada,,5479.0,R$/ha
2004,Municipio,Não Mecanizável - - - - - - -,,Mista,Mecanizada,,7413.0,R$/ha
2005,Municipio,Não Mecanizável - - - - - - -,,Mista,Mecanizada,,6400.0,R$/ha
1998,Municipio,Não Mecanizável - - - - - - -,,Mista,Mecanizável,,2000.0,R$/ha
1999,Municipio,Não Mecanizável - - - - - - -,,Mista,Mecanizável,,2000.0,R$/ha
1998,Municipio,Não Mecanizável - - - - - - -,,Mista,Inaproveitáveis,,1370.0,R$/ha
1999,Municipio,Não Mecanizável - - - - - - -,,Mista,Inaproveitáveis,,1370.0,R$/ha
1998,Municipio,Não Mecanizável - - - - - - -,,Arenosa,Mecanizada,,2000.0,R$/ha
1999,Municipio,Não Mecanizável - - - - - - -,,Arenosa,Mecanizada,,2000.0,R$/ha
2000,Municipio,Não Mecanizável - - - - - - -,,Arenosa,Mecanizada,,1570.0,R$/ha
2001,Municipio,Não Mecanizável - - - - - - -,,Arenosa,Mecanizada,,1800.0,R$/ha
2002,Municipio,Não Mecanizável - - - - - - -,,Arenosa,Mecanizada,,2272.0,R$/ha
2003,Municipio,Não Mecanizável - - - - - - -,,Arenosa,Mecanizada,,5157.0,R$/ha
2004,Municipio,Não Mecanizável - - - - - - -,,Arenosa,Mecanizada,,6126.0,R$/ha
2005,Municipio,Não Mecanizável - - - - - - -,,Arenosa,Mecanizada,,5785.0,R$/ha
1998,Municipio,Não Mecanizável - - - - - - -,,Arenosa,Inaproveitáveis,,800.0,R$/ha
1999,Municipio,Não Mecanizável - - - - - - -,,Arenosa,Inaproveitáveis,,800.0,R$/ha
1998,Municipio,DIVISÃO DE ESTATÍSTICAS BÁSICAS,,Roxa,Mecanizada,,1800.0,R$/ha
1999,Municipio,DIVISÃO DE ESTATÍSTICAS BÁSICAS,,Roxa,Mecanizada,,1791.0,R$/ha
2000,Municipio,DIVISÃO DE ESTATÍSTICAS BÁSICAS,,Roxa,Mecanizada,,2042.0,R$/ha
2001,Municipio,DIVISÃO DE ESTATÍSTICAS BÁSICAS,,Roxa,Mecanizada,,2300.0,R$/ha
2002,Municipio,DIVISÃO DE ESTATÍSTICAS BÁSICAS,,Roxa,Mecanizada,,2850.0,R$/ha
2003,Municipio,DIVISÃO DE ESTATÍSTICAS BÁSICAS,,Roxa,Mecanizada,,7355.0,R$/ha
